,Unnamed: 0,index,NewsId,Ticker,NewsTitle,NewsFullContent,PublicDate,OrganCode
36168,36168,36208,50898,FPT,FPT: Báo cáo thường niên năm 2009,FPT-Bao cao thuong nien 2009.pdf ,2010-04-20 21:47:00,FPT
37002,37002,37048,51738,FPT,"FPT: 13/5/2010 chốt danh sách cổ đông trả cổ tức bằng cổ phiếu, tỷ lệ 3:1","Theo đó, ngày 11/5 là ngày giao dịch không hưởng quyền.Được biết, số cổ phiếu dự kiến phát hành thêm là 47,84 triệu cổ phiếu. Công ty dự kiến thực hiện giao dịch vào ngày 13/6/2010",2010-04-28 17:22:00,FPT
39317,39317,39381,54040,FPT,FPT: Lợi nhuận tập đoàn đạt 608 tỷ đồng trong 4 tháng đầu năm,"Cụ thể, trong tháng 4 FPT đạt 1.620 tỷ đồng doanh thu đưa tổng doanh thu Tập đoàn 04 tháng đầu năm đạt trên 5.890 tỷ đồng, tăng 15,5% so với doanh thu cùng kỳ 2009. Đặc biệt, mức lợi nhuận tháng 04 của FPT cũng đạt trên 153 tỷ đồng, nâng tổng lợi nhuận 04 tháng đầu năm của Tập đoàn đạt trên 608 tỷ đồng, tăng ấn tượng so với cùng kỳ 04 tháng đầu năm 2009 với tỷ lệ 30,2%. Trong tháng 04/2010, hầu hết các lĩnh vực kinh doanh chính của Tập đoàn như Viễn thông, Phần mềm, đào tạo … đều đạt kết quả khả quan và có tỷ lệ đạt kế hoạch tốt.Trong lĩnh vực phần mềm, doanh số tháng 04 của Công ty Cổ phần Phần mềm FPT (FPT Software) đạt 3,35 triệu USD (64 tỷ VND), hoàn thành 103% kế hoạch và đạt mức tăng trưởng 27% so với cùng kỳ. Lợi nhuận trước thuế tháng 4 của FPT Software đạt 12,16 tỷ tăng 28% so với cùng kỳ và đạt 106% kế hoạch. Với Công ty Cổ phần Hệ thống Thông tin FPT (FPT IS), trong tháng 04, doanh thu đạt 226 tỷ VND, hoàn thành 85% kế hoạch doanh số, và lợi nhuận trước thuế đạt 23,1 tỷ VND. So với cùng kỳ năm 2009, doanh thu của FPT IS tăng trưởng 95% và lợi nhuận tăng trưởng 162%. Trong lĩnh vực phân phối, Công ty Cổ phần Thương mại FPT ( FTG) đạt doanh thu hơn 1.096 tỷ VND, hoàn thành 92% kế hoạch và tăng trưởng 20% so với cùng kỳ năm 2009. Lợi nhuận trước thuế của FTG lại đạt 40,7 tỷ VND, hoàn thành 135% kế hoạch và tăng trưởng 78% so với cùng kỳ năm trước. Trong mảng viễn thông, doanh thu của FPT Telecom tháng 04/2010 đạt 202 tỷ VND, hoàn thành 99% kế hoạch tháng và đạt mức tăng trưởng 44% so với cùng kỳ năm 2009. Lợi nhuận trước thuế của FPT Telecom đạt 50,1 tỷ VND, hoàn thành 98% kế hoạch tháng và tăng trưởng 33% so với cùng kỳ. ",2010-05-20 13:39:00,FPT
39821,39821,39887,54567,FPT,FPT và Microsoft ký kết thoả thuận hợp tác,"Tham dự buổi lễ có ông Nguyễn Thành Nam, Tổng Giám đốc điều hành Tập đoàn FPT vàông Steve Ballmer, Tổng Giám đốc điều hành Tập đoàn Microsoft. Tâm điểm của hợp tác này là một thoả thuận nhằm phát triển nền tảng Điện toán Đám mây dựa trên công nghệ của Microsoft. Hai bên cùng hướng đến việc phát triển nền tảng cho các dịch vụ đám mây bao gồm truyền thông, hợp tác, lưu trữ dữ liệu và các dịch vụ hạ tầng, nhằm phục vụ nhu cầu của đông đảo khách hàng. Thoả thuận này thể hiện vị thế hàng đầu cũng như cam kết của cả hai bên nhằm giới thiệu công nghệ của thế giới đến Việt Nam. Ông Steve Ballmer, Giám đốc điều hành Tập đoàn Microsoft cho biết: “Sự kiện hôm nay là bước đi đầu tiên trong nỗ lực mang Điện toán đám mây đến Việt Nam, một giai đoạn quan trọng trong sự phát triển liên tục của ngành công nghệ thông tin quốc gia. Hợp tác với FPT, chúng tôi hy vọng sẽ giúp cho các tổ chức tại Việt Nam tiếp cận tốt hơn với Điện toán Đám mây và mang lại cho những tổ chức này một cách tiếp cận tổng thể mới – sự kết hợp giữa đám mây và các dịch vụ tại chỗ”. Theo thoả thuận này, Microsoft Vietnam và FPT sẽ cùng hợp tác, nghiên cứu về các cơ hội của Điện toán đám mây tại Việt Nam và triển khai các mô hình thương mại thử nghiệm. Ông Nguyễn Thành Nam, Tổng Giám đốc điều hành Tập đoàn FPT cho biết “Đây là một dự án thú vị đối với cả hai bên, đồng thời ghi dấu một mốc son trong quan hệ đối tác của Microsoft và FPT. Chúng tôi nhận thấy sự kết hợp hoàn hảo giữa các kĩ năng chuyên môn, khả năng và sức mạnh giữa 2 tập đoàn và tin tưởng rằng các giải pháp và dịch vụ mà hai bên cùng phát triển, dựa trên công nghệ hiện đại sẽ giúp cho các khách hàng hoạt động hiệu quả hơn, năng suất làm việc cao hơn.” Hiện nay, gần như toàn bộ các sản phẩm và dịch vụ của Microsoft có liên quan đến đám mây và 70% số kỹ sư của Microsoft đang làm việc trên các sản phẩm và dịch vụ liên quan đến đám mây. Điện toán đám mây mang lại rất nhiều lợi ích cho các tổ chức và cơ quan chính phủ Việt Nam. Đối với những nơi mà năng lực công nghệ thông tin còn kém và chi phí đầu tư ban đầu có thể sẽ khiến cho việc ứng dụng công nghệ thông tin bị hạn chế, thì những lợi ích mà điện toàn đám mây mang lại là khá rõ ràng: không cần phải có cơ sở hạ tầng nội bộ và bộ máy nhân sự công kềnh, cơ chế thuê bao và thay đổi quy mô dễ dàng khi cần thiết. Microsoft tin rằng sự hợp tác này sẽ giúp Việt Nam đạt được mục tiêu công nghệ thông tin năm 2020 là sẽ mang lại 22% GDP cho cả nước. ",2010-05-26 06:44:00,FPT
40183,40183,40250,54917,FPT,FPT và Mekong Capital đầu tư vào VAS ,"Theo hợp tác đầu tư chiến lược được ký ngày 27/5, FPT (thông qua Công ty Quản lý quỹ đầu tư FPT Capital) và Mekong Capital sẽ lần lượt nắm giữ 25% và 14% cổ phần của Công ty Cổ phần Giáo dục Quốc tế Việt Úc- đơn vị chủ quản của hệ thống Trường Quốc tế Việt Úc.Ông Nguyễn Thành Nam, Tổng Giám đốc Tập đoàn FPT, cho biết FPT xác định hướng mua bán sáp nhập (M&A) là một cơ hội đầu tư hiệu quả, trên cơ sở hợp tác với những đối tác có năng lực; và đầu tư vào giáo dục là một trong những lĩnh vực đầu tư quan trọng của FPT nhằm gia tăng lợi ích lâu dài của cộng đồng. Đại diện VAS cho rằng sự hợp tác này tạo điều kiện để VAS chuyển thành một tổ chức quốc tế chuyên nghiệp trong lĩnh vực giáo dục.N.Minh ",2010-05-29 08:08:00,FPT
41490,41490,41557,56202,FPT,"FPT: 5 tháng đầu năm lãi 483,9 tỷ đồng ","Như vậy, hết 05 tháng đầu năm 2010, lợi nhuận toàn Tập đoàn đạt trên 776 tỷ đồng, tăng 37% so với cùng kỳ năm 2009; doanh thu đạt gần 7,600 tỷ đồng, tăng 20,7% so với cùng kỳ năm 2009. Lợi nhuận sau thuế cổ đông công ty mẹ là 103,7 tỷ; lũy kế trong 5 tháng đầu năm là 483,9 tỷ.Trong tháng 05/2010, các mảng kinh doanh tích hợp hệ thống, phần mềm và dịch vụ tin học trong nước đạt mức tăng trưởng rất ấn tượng. Ngoài ra, các lĩnh vực kinh doanh khác đều đạt kết quả theo kế hoạch đề ra. Cụ thể, trong lĩnh vực tích hợp hệ thống, trong tháng 5, Công ty FPT IS đạt doanh số 393,3 tỷ, tăng trưởng 273,6% so với cùng kỳ năm 2009; lợi nhuận trước thuế đạt 60,4 tỷ, tăng 338,5% so với cùng kỳ năm 2009. Ở lĩnh vực xuất khẩu phần mềm, FPT Software trong tháng 5/2010 đạt doanh thu 58,2 tỷ, tăng trưởng 22% so với cùng kỳ 2009; lợi nhuận đạt 9,9 tỷ, hoàn thành 188,5% kế hoạch đề ra. Trong mảng viễn thông, Công ty FPT Telecom đạt mức doanh thu tháng 5/2010 là 203,8 tỷ, đạt mức tăng trưởng 43% so với cùng kỳ. Lợi nhuận của công ty này đạt 49,8 tỷ, tăng 9,6% so với cùng kỳ.Trong lĩnh vực phân phối, Công ty FTG đạt doanh thu 1.009,3 tỷ, tăng 20,2% so với cùng kỳ. Lợi nhuận trước thuế của FTG đạt 37,4 tỷ, đạt 121,3% kế hoạch tháng.Công ty Dịch vụ Tin học FPT - mảng dịch vụ tin học trong nước – đạt doanh số 8,4 tỷ, tăng trưởng 99,1% và mang lại mức tăng trưởng lợi nhuận là 90,4% so với cùng kỳ. Kết thúc phiên giao dịch ngày 14/6, FPT tăng 1500 đồng, đóng cửa đạt 68.500 đồng/CP.V.Minh",2010-06-14 14:53:00,FPT
41826,41826,41893,56541,FPT,"FPT: Ký hợp đồng ERP trị giá 4,3 triệu USD với Vietinbank ","Được biết, gói thầu phần mềm số 1 này là gói thầu có giá trị lớn nhất và quan trọng nhất của dự án “Hiện đại hóa Ngân hàng và Hệ thống thông tin của Ngân hàng giai đoạn 2”. FPT cho biết, trong phạm vi 18 tháng, FPT IS sẽ triển khai cho Vietinbank các hệ thống quản lý ngân hàng tiên tiến theo mô hình ERP.Hệ thống gồm 4 module: Quản lý tài chính nội bộ; quản trị nguồn nhân lực và tiền lương; quản lý tài chính ngân hàng; hệ thống thông tin quản lý MIS. Các module phần mềm này được xây dựng trên nền tảng ERP của Oracle.Trước đó, ngày 08/06, Ủy ban Chứng khoán Nhà nước đã gửi công văn về việc đăng ký công ty đại chúng của Công ty Cổ phần Hệ thống Thông tin FPT (FPT IS). Kể từ ngày trở thành công ty đại chúng, FPTIS sẽ phải chấp hành nghiêm chỉnh thực hiện công bố thông tin đầy đủ, kịp thời.",2010-06-17 15:10:00,FPT
42967,42967,43035,57652,FPT,"FPT: Niêm yết bổ sung 47,54 triệu CP",Loại chứng khoán: cổ phiếu phổ thôngMệnh giá: 10.000 đồng/cổ phiếuSố lượng chứng khoán niêm yết bổ sung: 47.547.223 (Bốn mươi bảy triệu năm trăm bốn mươi bảy nghìn hai trăm hai mươi ba) cổ phiếu.Tổng giá trị niêm yết bổ sung (theo mệnh giá): 475.472.230.000 đồng (Bốn trăm bảy mươi lăm tỷ bốn trăm bảy mươi hai triệu hai trăm ba mươi nghìn đồng).,2010-07-01 15:00:00,FPT
43095,43095,43163,57789,FPT,"FPT: 12/7 giao dịch trên 47,54 triệu CP phát hành thêm",Loại Chứng khoán: Cổ phiếu phổ thôngMệnh giá : 10.000 đồngSố lượng : 47.547.223 cổ phiếu (Bốn mươi bảy triệu năm trăm bốn mươi bảy nghìn hai trăm hai mươi ba cổ phiếu)Đây là số cổ phiếu phát hành để trả cổ tức năm 2009 theo thông báo số 409/TB-SGDHCM ngày 28/04/2010 của SGDCK.Tổng giá trị chứng khoán niêm yết: 475.472.230.000 đồng (Bốn trăm bảy mươi lăm tỷ bốn trăm bảy mươi hai triệu hai trăm ba mươi nghìn đồng) Ngày niêm yết có hiệu lực: 01/07/2010Ngày chính thức giao dịch: 12/07/2010,2010-07-02 16:31:00,FPT
44688,44688,44762,59364,FPT,"FPT:  Đạt 678,2 tỷ đồng LNST 6 tháng đầu năm, hoàn thành 53% kế hoạch","Lợi nhuận sau thuế cổ đông công ty mẹ tăng trưởng 50,2%, đạt mức 678,2 tỷ đồng, tương đương đạt 53% kế hoạch năm. Lãi cơ bản trên cổ phiếu bình quân đạt gần 3.544 đồng, tăng 48,2% so với cùng kỳ năm 2009, đạt 54% kế hoạch năm.Theo tin từ FPT, Hội đồng quản trị Công ty dự kiến thực hiện tạm ứng cổ tức bằng tiền mặt 06 tháng đầu năm cho cổ đông với mức 10% trên vốn (tương đương 1.000 đồng/Cổ phần).Chi tiết vầ các mảng kinh doanh, trong lĩnh vực tích hợp hệ thống, sau 6 tháng đầu năm, Công ty Hệ thống thông tin FPT đạt doanh số gần 1.391 tỷ, tăng trưởng 14,7% so với cùng kỳ năm 2009; lợi nhuận trước thuế đạt trên 211 tỷ, tăng 32,3% so với cùng kỳ. Ở lĩnh vực xuất khẩu phần mềm, FPT Software sau 6 tháng đạt mức doanh thu 457 tỷ, tăng trưởng 36% so với cùng kỳ 2009; lợi nhuận đạt trên 129 tỷ, đạt 105% kế hoạch. Trong mảng viễn thông, doanh thu của Công ty FPT Telecom đạt trên 1.152 tỷ, tăng trưởng ở mức 31,4% so với cùng kỳ. Lợi nhuận của công ty này đạt 308 tỷ, hoàn thành 107% kế hoạch.Trong lĩnh vực phân phối, Công ty FTG đạt mức doanh thu ấn tượng gần 6.785 tỷ, tăng 25,4% so với cùng kỳ. Lợi nhuận trước thuế của FTG đạt 209% so với kế hoạch, đạt 257 tỷ.Trong lĩnh vực Đào tạo, Trường Đại học FPT đạt doanh thu trên 106 tỷ, tăng 31% so với cùng kỳ 2009. V.Minh",2010-07-22 11:35:00,FPT
44800,44800,44874,59472,FPT,FPT: Tạm ứng cổ tức cổ tức 10% không muộn hơn tháng 09/2010 ,"Theo Phó chủ tịch Hội đồng quản trị FPT, ông Bùi Quang Ngọc, mức tạm ứng cổ tức 06 tháng đầu năm là 10% trên mệnh giá (1.000 VNĐ/01 cổ phần). Thời gian thực hiện dự kiến không muộn hơn tháng 09/2010. Trước đó, tại cuộc họp báo FPT được tổ chức tại TPHCM, ông Trương Đình Anh, Phó tổng giám đốc Tập đoàn FPT cho hay, thông qua Công ty FPT Telecom, Tập đoàn đang đệ trình hồ sơ xin cấp phép đầu tư cho Dự án đầu tư, phát triển, khai thác mạng viễn thông tại vương quốc Campuchia, với tổng vốn đầu tư từ 6 đến 10 triệu USD.FPT Telecom sẽ đầu tư 100% vốn cung cấp dịch vụ điện thoại di động trước tiên tại 3 thành phố là Phnom Penh; Siemriep và Sihanoukville. Đồng thời, Công ty cổ phần Hệ thống thông tin FPT cũng vừa khai trương văn phòng đại diện tại Lào và Campuchia. Các văn phòng này sẽ nghiên cứu mở rộng triển khai cung cấp dịch vụ tích hợp hệ thống, thông qua hai hệ thống cáp kết nối quốc tế qua ngõ Việt Nam thông qua hai cửa khẩu Mộc Bài-Tây Ninh và An Giang. V.Minh",2010-07-23 15:03:00,FPT
45403,45403,45479,60061,FPT,FPT: Mẹ Thành viên HĐQT bán bất thành 7.000 CP,"Tên người thực hiện giao dịch: Nguyễn Thị Kim ThoaTên người có liên quan: Trương Đình Anh (là con)Chức vụ của người có liên quan hiện nay tại tổ chức niêm yết: Thành viên HĐQT, Phó Tổng Giám đốc FPT.Mã Chứng khoán Giao dịch: FPTSố lượng cổ phiếu nắm giữ trước khi giao dịch: 11.750 cổ phiếuSố lượng cổ phiếu đăng ký giao dịch (bán): 7.000 cổ phiếuSố lượng cổ phiếu đã giao dịch: 0 cổ phiếuSố lượng cổ phiếu nắm giữ sau khi giao dịch: 15.666 cổ phiếu (tăng do nhận được cổ tức năm 2009).Lý do chưa thực hiện giao dịch: chưa chọn được thời điểm thích hợpMục đích thực hiện giao dịch: tiêu dùng.Thời gian thực hiện giao dịch: từ ngày 24/03/2010 đến ngày 24/06/2010.",2010-07-29 15:40:00,FPT
45979,45979,46055,60627,FPT,"FPT: Tạm ứng cổ tức 6 tháng đầu năm, tỷ lệ 10%","Theo đó, ngày đăng ký cuối cùng chốt danh sách cổ đông là 13/8/2010.Vào ngày chốt danh sách, mỗi cổ đông sở hữu 01 cổ phần tại FPT sẽ nhận được 1.000 đồng vào ngày 31/8/2010.Đối với chứng khoán lưu ký: người sở hữu làm thủ tục nhận cổ tức tại thành viên lưu ký nơi mình mở tài khoản. Đối với chứng khoán chưa lưu ký: nhận cổ tức tại: Công ty cổ phần Chứng khoán FPT – Tầng 2 – Số 71 Nguyễn Chí Thanh, Quận Đống Đa, Hà Nội. ",2010-08-04 16:54:00,FPT
46078,46078,46154,60733,FPT,FPT: Giải trình KQKD Quý II/2010,"Ngay từ đầu năm, HDQTđã trình cổ đông kế hoạch doanh thu và lợi nhuận cho năm 2010 tăng trưởng trên 20% so với năm 2009. Doanh thu quý 2/2010 tăng trưởng 21,34% so với cùng kỳ năm trước do các ngành nghề của công ty vẫn duy trì được tốc độ tăng trưởng theo kế hoạch.Lợi nhuận quý 2/2010 tăng trưởng 38,12% so với cùng kỳ năm 2009 do công ty tập trung đầu tư, kinh doanh vào các lĩnh vực có tỷ suất lợi nhuận cao như dịch vụ phần mềm, tích hợp, viễn thông, đào tạo và sản xuất các sản phẩm công nghệ. Thêm vào đó, các công ty liên kết cũng đóng góp lợi nhuận cao so với kết quả kinh doanh bị ảnh hưởng của khủng hoảng ở thời điểm cùng kỳ năm trước.",2010-08-05 14:30:00,FPT
46143,46143,46219,60789,FPT,FPT: Niêm yết bổ sung cổ phiếu,Loại chứng khoán: cổ phiếu phổ thôngMệnh giá: 10.000 đồng/cổ phiếuSố lượng chứng khoán niêm yết bổ sung: 1.718.909 (Một triệu bảy trăm mười tám nghìn chín trăm lẻ chín) cổ phiếu.Tổng giá trị niêm yết bổ sung (theo mệnh giá): 17.189.090.000 đồng (Mười bảy tỷ một trăm tám mươi chín triệu chín mươi nghìn đồng).,2010-08-05 21:03:00,FPT
46263,46263,46339,60908,FPT,"FPT: Được chấp thuận niêm yết bổ sung 1,7 triệu CP","Tổ chức niêm yết: CTCP FPTTrụ sở chính 89 láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà NộiĐiện thoại: (84-043) 7 307 515Fax: (84-043) 7689 079Được niêm yết và giao dịch bổ sung cổ phiếu phát hành thêm (theo Quyết định số 161/QĐ-SGDCKHCM ngày 5/8/2010) tại Sở GDCK Tp.HCM với nội dung sau:Loại chứng khoán: Cổ phiếu phổ thôngMã chứng khoán: FPTMệnh giá: 10.000 đồngSố lượng: 1.718.909 CP (Một triệu bảy trăm mười tám ngàn chín trăm lẻ chín cổ phiếu).Đây là số cổ phiếu phát hành cho cán bộ công nhân viên có thành tích trong năm 2009 theo thông báo của UBCKNN ngày 8/6/2010Tổng giá trị chứng khoán niêm yết: 17.189.090.000 đồng (Mười bảy tỷ một trăm tám mươi chín triệu chín trăm mươi ngàn đồng).Ngày niêm yết có hiệu lực: 5/8/2010Ngày chính thức giao dịch: 13/8/2010",2010-08-06 23:04:00,FPT
46561,46561,46637,61207,FPT,"FPT: Con Phó Chủ tịch HĐQT đăng ký bán toàn bộ 2,77 triệu CP",Tên người thực hiện giao dịch: Lê Nữ Cẩm TúTên người có liên quan: Lê Quang Tiến (là bố)Chức vụ của người có liên quan hiện nay tại tổ chức niêm yết: Phó Chủ tịch HĐQT.Mã Chứng khoán Giao dịch: FPTSố lượng cổ phiếu nắm giữ trước khi giao dịch: 2.773.333 cổ phiếuSố lượng cổ phiếu đăng ký giao dịch (bán): 2.773.333 cổ phiếuSố lượng cổ phiếu dự kiến nắm giữ sau khi giao dịch: 0 cổ phiếu.Mục đích thực hiện giao dịch: Góp vốn vào công ty gia đình (Công ty TNHH HT) để thuận tiện cho việc quản lý tài sản cá nhân.Phương thức giao dịch: Giao dịch thỏa thuậnThời gian dự kiến thực hiện giao dịch: từ ngày 13/08/2010 đến ngày 13/09/2010.,2010-08-11 07:54:00,FPT
46640,46640,46717,61287,FPT,FPT: Nghị quyết HĐQT,FPT: Nghị quyết HĐQT,2010-08-11 15:46:00,FPT
46679,46679,46756,61347,FPT,FPT: Được chấp thuận niêm yết bổ sung cổ phiếu,Tổng số cổ phiếu FPT được chấp thuận niêm yết là 291.435 CP tương đương với giá trị niêm yết 2.914.350.000 đồng.,2010-08-11 21:31:00,FPT
46774,46774,46852,61432,FPT,FPT: Ngày 19/8 chính thức giao dịch gần 3 triệu CP phát hành thêm,Đây là số cổ phiếu phát hành ưu đãi nhân viên loại 2 năm 2008 và số cổ phần phát sinh từ loại cổ phần này.Tổng giá trị chứng khoán niêm yết: 2.914.350.000 đồngNgày niêm yết có hiệu lực 11/8/2010.,2010-08-12 20:31:00,FPT
47232,47232,47310,61859,FPT,FPT: Lợi nhuận Tập đoàn tháng 7 đạt trên 166 tỷ đồng    ,"Theo công bố từ Tập đoàn FPT, hoạt động sản xuất kinh doanh của Tập đoàn trong tháng 7/2010 vẫn được triển khai theo kế hoạch đề ra. Doanh thu trong tháng 07/2010 đạt trên 1,441 tỷ đồng, đưa tổng doanh thu 07 tháng đầu năm 2010 đạt gần 11,420 tỷ đồng, tăng 18,8% so với doanh thu cùng kỳ 2009. Mức lợi nhuận tháng 07/2010 cũng đạt trên 166 tỷ đồng, đưa tổng lợi nhuận 7 tháng đầu năm của Tập đoàn đạt trên 1,253 tỷ đồng, tăng 28% so với cùng kỳ 2009. Về hoạt động của các công ty trong Tập đoàn, trong tháng 7, FIS khai trương văn phòng đại diện tại Đăk Lăk.Công ty FPT Software Solution (thuộc FPT Software) đã ký hợp đồng triển khai giải pháp bất động sản đầu tiên. Đây là hợp đồng ký kết với công ty Bất động sản Đất Xanh, có tổng giá trị 167.000 USD. Hợp đồng kéo dài từ tháng 07 đến tháng 11/2010, dự án được chia làm 2 giai đoạn. Hiện dự án đang triển khai giai đoạn 1, triển khai phân hệ hệ thống bất động sản, phân hệ tài chính kế toán và quản lý nhân sự.",2010-08-19 08:00:00,FPT
47311,47311,47389,61960,FPT,"FPT: Con Phó Chủ tịch HĐQT bán thành công toàn bộ 2,77 triệu CP","Tổng số cổ phiếu bà Lê Nữ Cẩm Tú nắm giữ trước khi giao dịch là 2,77 triệu CP. Với mục đích góp vốn vào công ty gia đình là Công ty TNHH HT để thuận tiện cho việc quản lý tài sản cá nhân bà Tú đã đăng ký bán toàn bộ cổ phiếu trên kể từ ngày 13/08/2010 đến ngày 13/09/2010.Tuy nhiên, chưa hết thời gian giao dịch, bà Tú đã bán thành công toàn bộ cổ phiếu trên, giảm số cổ phiếu nắm giữ tại FPT xuống còn 0 CP.",2010-08-19 20:02:00,FPT
47428,47428,47506,62067,FPT,"FPT: Con gái Phó Chủ tịch HĐQT đã bán toàn bộ 2,77 triệu cổ phiếu",Tên người thực hiện giao dịch: Lê Nữ Cẩm TúTên người có liên quan: Lê Quang Tiến (là bố)Chức vụ của người có liên quan hiện nay tại tổ chức niêm yết: Phó Chủ tịch HĐQT.Mã Chứng khoán Giao dịch: FPTSố lượng cổ phiếu nắm giữ trước khi giao dịch: 2.773.333 cổ phiếuSố lượng cổ phiếu đăng ký giao dịch (bán): 2.773.333 cổ phiếuSố lượng cổ phiếu đã giao dịch (bán): 2.773.333 cổ phiếuSố lượng cổ phiếu nắm giữ sau khi giao dịch: 0 cổ phiếu.Mục đích thực hiện giao dịch: Góp vốn vào công ty gia đình (Công ty TNHH HT) để thuận tiện cho việc quản lý tài sản cá nhân.Phương thức giao dịch: Giao dịch thỏa thuậnThời gian dự kiến thực hiện giao dịch: ngày 13/08/2010.,2010-08-20 16:15:00,FPT
48268,48268,48346,62902,FPT,"FPT: Ủy viên HĐQT đăng ký bán 1,3 triệu CP","Tổng số cổ phiếu ông Tiến nắm giữ trước khi giao dịch là 2.444.986 CP. Với mục đích góp vốn vào Công ty gia đình (Công ty TNHH Đầu tư Hưng Thịnh Phát Việt Nam) bằng toàn bộ 1,3 triệu cổ phiếu đăng ký giao dịch theo phương thức thỏa thuận.Thời gian dự kiến thực hiện giao dịch từ ngày 1/9/2010 đến ngày 30/9/2010.Sau khi giao dịch này thành công, số cổ phiếu ông Tiến nắm giữ tại FPT sẽ giảm xuống còn 1.144.986 CP.Trước đó, với cùng mục đích góp vốn vào Công ty gia đình,con gái Phó Chủ tịch HĐQTCông tycũng đã bán thành công toàn bộ 2.773.333 cổ phiếu FPT.",2010-08-31 09:00:00,FPT
48714,48714,48792,63359,FPT,"FPT: Ủy viên HĐQT bán thành công 1,3 triệu CP","Tên người thực hiện giao dịch: Hoàng Nam TiếnChức vụ hiện nay tại tổ chức niêm yết đăng ký giao dịch: Ủy viên HĐQTMã Chứng khoán Giao dịch: FPTSố lượng cổ phiếu nắm giữ trước khi giao dịch: 2.444.986 CP, tương ứng với 1,26% vốn cổ phần điều lệ.Số lượng cổ phiếu đăng ký giao dịch (bán): 1.300.000 CPSố lượng cổ phiếu đã giao dịch (bán): 1.300.000 CPSố lượng cổ phiếu nắm giữ sau khi giao dịch: 1.144.986 CPMục đích thực hiện giao dịch: Góp vốn vào công ty gia đình (Công ty TNHH Đầu tư Hưng Thịnh Phát) Phương thức giao dịch: Giao dịch thỏa thuậnThời gian thực hiện giao dịch: ngày 7/9/2010",2010-09-07 09:57:00,FPT
48825,48825,48903,63459,FPT,FPT: Quyết định về việc niêm yết bổ sung cổ phiếu ,"Theo đó, tổng số cổ phiếu FPT được chấp thuận niêm yết bổ sung là 772.060 CP tương ứng với giá trị niêm yết là 7.720.600.000 đồng.Quyết định có hiệu lực kể từ ngày 8/9/2010.",2010-09-08 13:56:00,FPT
49042,49042,49120,63679,FPT,FPT: Niêm yết và giao dịch cổ phiếu phát hành thêm,"Theo đó, FPT được chấp thuận niêm yết 772.060 CP với tổng giá trị niêm yết là 7,72 tỷ đồng.Đây là số cổ phần ưu đãi nhân viên năm 2007, cổ phần phát sinh từ cổ phần ưu đãi nhân viên này và cổ phần ưu đãi nhân viên loại 2 năm 2008.Ngày niêm yết có hiệu lực là 8/9/2010 và ngày chính thức giao dịch là 16/9/2010.",2010-09-10 16:20:00,FPT
49468,49468,49546,64105,FPT,FPT: 8 tháng đầu năm lãi 1.371 tỷ đồng,"Công ty CP phát triển đầu tư công nghệ FPT thông báo tình hình kinh doanh trong tháng 8 và 8 tháng đầu năm 2010 với kết quảsau 8 tháng đầu năm, tình hình kinh doanh của Tập đoàn FPT vẫn đạt theo kế hoạch đề ra.Theo đó, doanh thu toàn Tập đoàn trong tháng 8 đạt 2.726 tỷ đồng, nâng tổng doanh thu 8 tháng đầu năm lên trên 14.145 tỷ đồng, tăng 29,5% so với cùng kỳ năm 2009. Lợi nhuận tháng 08/2010 cũng đạt gần 117 tỷ đồng, đưa tổng lợi nhuận 8 tháng đầu năm đạt trên 1.371 tỷ đồng, tăng 21% so với cùng kỳ năm 2009. Lợi nhuận sau thuế cổ đông công ty mẹ 8 tháng đầu năm tăng trưởng 24,8%, đạt trên 853 tỷ đồng. Sau 8 tháng, lãi cơ bản trên cổ phiếu bình quân đạt trên 4.457 đồng, tăng 23,1% so với cùng kỳ năm 2009.Được biết trong tháng 8/2010, FPT đã tham gia một số dự án như:Ngày 20/08, FPT IS đã chính thức thắng thầu triển khai ERP cho tập đoàn Prime để triển khai các phân hệ chung và triển khai các phân hệ đặc thù trong vòng 16 tháng.Sáng 04/08, cầu treo qua sông Pô Kô nằm tại thôn Đăk Sut, xã Đăk Ang đã chính thức khởi công xây dựng. Trong đó, Tập đoàn FPT đầu tư gần 824 triệu đồng cho việc xây cầu. Theo thiết kế ban đầu, cầu treo Đăk Sut dài 120m, rộng 1,2m, với tổng kinh phí khoảng 2,2 tỷ VND và dự kiến sẽ được thi công trong khoảng 2,5 tháng.",2010-09-16 13:47:00,FPT
