,Unnamed: 0,index,NewsId,Ticker,NewsTitle,NewsFullContent,PublicDate,OrganCode
260099,260099,260200,312001,MSN,"MSN: Lãi ròng quý III gần gấp 3,7 lần so với cùng kỳ","Cụ thể, tính riêng trong quý III, doanh thu thuần của MSN đạt 11.006,7 tỷ đồng, tăng 26,3% so với cùng kỳ và lãi gộp cũng có mức tăng tương ứng khi đạt 3.281,8 tỷ đồng.Các chỉ tiêu khác không có biến đổi bất ngờ so với quý III/2015 chỉ ngoại trừ doanh thu tài chính giảm hơn một 1/2 khi đạt 168,7 tỷ đồng. Kết quả, MSN lãi ròng đạt 813,23 tỷ đồng, gấp 3,7 lần so với cùng kỳ.Theo giải trình từ của MSN, lãi quý III tăng là do sự tăng trưởng 26% trong doanh thu thuần, tỷ suất lợi nhuận tăng trưởng trong các ngành hàng chủ chốt và khoản đóng góp cao hơn từ dịch vụ tài chính liên kết.Lũy kế 9 tháng đầu năm, MSN đạt 30.148 tỷ đồng doanh thu thuần, tăng 58% so với 9 tháng năm 2015 và lãi ròng đạt 1.847,56 tỷ, gấp 3,2 lần.So với kế hoạch lợi nhuận ròng sau lợi ích cổ đông thiểu số đã được điều chỉnh tăng 25% ở mức 2.400 tỷ đồng, MSN đã thực hiện 77% kế hoạch năm.Tải file gốc",2016-11-01 11:48:45.000,MSN
260348,260348,260449,312251,MSN,MSN: 11/11 GDKHQ lấy ý kiến cổ đông bằng văn bản ,Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh thông báo về ngày đăng ký cuối cùng như sau:- Tên tổ chức niêm yết: Công ty Cổ phần Tập đoàn Masan - Mã chứng khoán: MSN - Loại chứng khoán: Cổ phiếu phổ thông- Mệnh giá: 10.000 đ (mười nghìn đồng) - Ngày giao dịch không hưởng quyền: 11/11/2016 - Ngày đăng ký cuối cùng: 14/11/2016- Lý do và mục đích: Lấy ý kiến cổ đông bằng văn bản- Tỷ lệ thực hiện: 01 cổ phiếu – 01 quyền biểu quyết- Nội dung cụ thể:Thời gian thực hiện: Dự kiến tháng 11/2016Nội dung lấy ý kiến: Thông qua kế hoạch huy động vốn cho Công ty mà sẽ được thực hiện bằng cách phát hành tối đa lên đến 12 triệu cổ phần mới của Công ty dưới hình thức phát hành riêng lẻ.Tải file gốc,2016-11-03 11:31:37.000,MSN
260390,260390,260491,312295,MSN,MSN: Điều chỉnh nội dung tại Thông báo số 1109/TB-SGDHCM ngày 02/11/2016 ,Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh thông báo về việc điều chỉnh nội dung tại Thông báo số 1109/TB-SGDHCM ngày 02/11/2016 như sau:- Tên tổ chức niêm yết: Công ty Cổ phần Tập đoàn Masan - Mã chứng khoán: MSN - Loại chứng khoán: Cổ phiếu phổ thông- Mệnh giá: 10.000 đ (mười nghìn đồng) - Ngày giao dịch không hưởng quyền: 11/11/2016 - Ngày đăng ký cuối cùng: 14/11/2016- Nội dung điều chỉnh: Thông tin đã thông báo: Thông qua kế hoạch huy động vốn cho Công ty mà sẽ được thực hiện bằng cách phát hành tối đa lên đến 12 triệu cổ phần mới của Công ty dưới hình thức phát hành riêng lẻ.Thông tin điều chỉnh: Thông qua (i) kế hoạch huy động vốn cho Công ty mà sẽ được thực hiện bằng cách phát hành tối đa lên đến 12 triệu cổ phần mới của Công ty dưới hình thức phát hành riêng lẻ; và (ii) các nội dung khác thuộc thẩm quyền của Đại hội đồng cổ đông (trừ các nội dung phải được thông qua bằng hình thức biểu quyết tại cuộc họp Đại hội đồng cổ đông).- Lý do điều chỉnh: Bổ sung nội dung lấy ý kiến cổ đông bằng văn bảnTải file gốc,2016-11-03 16:32:10.000,MSN
260421,260421,260522,312324,MSN,Kỳ lạ thương vụ Masan mua lại mỏ Núi Pháo,"Cụ thể, thông qua Công ty CP Tầm nhìn Masan (MH) - công ty con trực tiếp, Masan sẽ chào mua công khai 100% cổ phiếu Công ty CP Tài nguyên Masan (Masan Resources - mã chứng khoán MSR). Masan Resources là công ty đang sở hữu và khai thác mỏ Núi Pháo.Hai là, Masan sẽ vay 35 triệu USD từ MRC Ltd, công ty đang nắm giữ 20% cổ phần MSR.Ba là, Masan sẽ phát hành riêng lẻ 12 triệu cổ phiếu MSN với mức giá 95.000 đồng/CP. Số tiền thu về 1.140 tỷ đồng. Kế hoạch này sẽ được Công ty tổ chức lấy ý kiến Đại hội đồng cổ đông bằng văn bản.Bốn là, Masan sẽ cho MH vay tối đa 2.800 tỷ đồng để thực hiện thương vụ mua cổ phần Masan Resources.Thương vụ kỳ lạĐây là một thương vụ tài chính với nhiều nghiệp vụ đan xen, ít nhiều kỳ lạ. Ngay việc phát hành riêng lẻ 12 triệu cổ phiếu MSN của Masan với mức giá 95.000 đồng/CP, cao hơn 45% mức giá hiện hành đã khiến giới đầu tư đặt câu hỏi. Liệu ai sẽ là (những) nhà đầu tư hào phóng bỏ ra tới 1.140 tỷ đồng để sở hữu cổ phần MSN trong khi họ hoàn toàn có thể mua cổ phiếu trên sàn với mức giá rẻ hơn rất nhiều?MH hiện nắm giữ gần 75% cổ phần Masan Resources, muốn gom lại toàn bộ 25% cổ phần MSR còn lại với mức giá 15.500 đồng/CP, số tiền MH cần bỏ ra gần 2.800 tỷ đồng. Số tiền này MH sẽ được Masan “tài trợ” bằng các khoản vay. Vậy, để có 2.800 tỷ đồng, Masan sẽ lấy từ đâu? Trước hết, công ty này sẽ phát hành 12 triệu cổ phần như đã nói ở trên, thu về 1.140 tỷ đồng. Đối tác sẵn sàng “mua hớ” cổ phần của Masan đến nay vẫn còn bí ẩn.Ngoài ra, Masan dự kiến vay 35 triệu USD (khoảng 770 tỷ đồng. Với 2 nguồn này, Công ty sẽ có khoảng 1.910 tỷ đồng, vẫn thiếu khoảng 900 tỷ đồng. Nghị quyết HĐQT Masan cũng cho thấy, có khả năng công ty này sẽ vay tiền từ các công ty con, giá trị vay tối đa 2.800 tỷ đồng, đủ sức tài trợ toàn bộ cho MH mua Masan Resources.Ngoài ra, để mua 100% cổ phần Masan Resources, chắc chắn Masan phải mua cổ phần từ MRC Ltd. Có nghĩa là MRC Ltd cấp một phần khoản vay để Masan mua cổ phiếu mình đang nắm giữ. Cho vay có phải là nghiệp vụ của MRC Ltd hay không, đến nay vẫn là một dấu hỏi.Giải mãMRC Ltd là một quỹ đầu tư được đồng quản lý bởi Tập đoàn Đầu tư Fortress và Mount Kellett - nhà đầu tư nước ngoài đã đồng hành với Masan Resources từ tháng 3/2011 sau thương vụ rót 100 triệu USD (tương đương 2.059 tỷ đồng theo tỷ giá hiện thời) mua cổ phần của công ty này.Do thời gian đầu tư của một quỹ là có hạn, điều kiện ràng buộc trong thương vụ 100 triệu USD này là MRC Ltd có quyền bán 20% quyền sở hữu trong Masan Resources đổi lấy cổ phiếu của Masan trong trường hợp Masan Resources chưa được niêm yết trong vòng 4 - 5 năm sau kết thúc giao dịch. Masan Resources đã chính thức đăng ký giao dịch trên sàn UpCOM từ tháng 9 năm ngoái, nhưng đến nay vẫn chưa được niêm yết trên thị trường chứng khoán tập trung. Có thể điều khoản niêm yết đã bị “vi phạm”, do đó đối tác MRC Ltd đã chọn giải pháp đổi lấy cổ phiếu của Masan.Chính vì vậy, không ngoại trừ trường hợp đối tác hào phóng mua cổ phiếu phát hành thêm của Masan với cái giá “trên trời” lại chính là MRC Ltd. Đặc biệt, khi công ty này cho Masan vay tới 35 triệu USD - có thể là hợp đồng hoán đổi khoản vay lấy cổ phiếu một cách gián tiếp.Tuy nhiên, đấy cũng chỉ là một giả thuyết.Masan Resources, nếu được MH gom thành công 100% như kế hoạch, sẽ không đủ điều kiện công ty đại chúng, ngay lập tức sẽ rời sàn UpCOM và không cần công bố thông tin hoạt động. Như vậy, sau hơn 1 năm rầm rộ chào sàn, công ty được mệnh danh là “tài sản bí mật” của Masan lại từ bỏ cuộc chơi. 15.500 đồng/CP cũng chính là mức giá chào sàn của MSR ngày 17/9/2015.Thông tin hoạt động của Masan Resources không bắt buộc phải công bố, nhưng mỏ Núi Pháo, với tư cách là tài sản quy mô lớn của Masan, nếu có bất kỳ biến động nào, sẽ được Masan công bố thông tin. Kế hoạch thanh tra toàn diện mỏ Núi Pháo đã được thông qua cuối tháng 9 vừa qua, và dự kiến có kết quả vào giữa tháng 11 tới đây. Kết quả thanh tra có thể tác động tích cực hoặc tiêu cực lên giá cổ phiếu MSR. Nếu tác động tích cực, giá cổ phiếu MSR tăng trên mức 15.500 đồng/CP, các cổ đông nhỏ lẻ sẽ ít có động cơ để bán CP cho MH, và ngược lại. Hiện MSR có mức giá 14.900 đồng/CP.Trong tháng 11 này, Masan sẽ tổ chức lấy ý kiến cổ đông về việc phát hành thêm 12 triệu CP với mức giá 95.000 đồng/CP.",2016-11-04 09:46:15.000,MSN
260523,260523,260624,312423,MSN,Masan xây trang trại nuôi lợn trị giá 1.000 tỷ đồng tại Nghệ An,"Trang trại chăn nuôi lợn kỹ thuật cao Masan Nutri-Farm Nghệ An là trang trại chăn nuôi lợn thịt lớn nhất hiện nay tại Nghệ An, có tổng diện tích trên 223ha, tổng vốn đầu tư 1.000 tỷ đồng.Khi đi vào hoạt động, trang trại sẽ thu hút việc làm cho 350 lao động trực tiếp tại địa phương, đồng thời đóng góp cho GDP địa phương khoảng 1.000 tỷ đồng/năm.Ông Nguyễn Đăng Quang, Chủ tịch Hội đồng quản trịTập đoàn Masan cho biết, trang trại được xây dựng với quy mô 10.000 con lợn nái, và 230.000 con lợn thịt/năm theo mô hình công nghiệp với quy trình khép kín, hiện đại, đạt tiêu chuẩn kỹ thuật chăn nuôi VietGAP, đảm bảo an toàn vệ sinh thực phẩm, kiểm soát dịch bệnh.Theo kế hoạch, đến quý I/2017 trang trại sẽ bắt đầu triển khai chăn nuôi và quý 1/2018 sẽ bắt đầu cung cấp lợn thịt cho thị trường và hoàn thành dây chuyền chế biến cung cấp thịt lợn cho thị trường trong và ngoài nước.Phát biểu tại lễ khởi công, ông Nguyễn Xuân Đường, Phó Bí thư Tỉnh ủy, Chủ tịch Ủy ban Nhân dân tỉnh Nghệ An cho biết, dự án chăn nuôi lợn kỹ thuật cao Masan Nutri-Farm Nghệ An sẽ thúc đẩy phát triển kinh tế xã hội của huyện miền núi Quỳ Hợp nói riêng và tỉnh Nghệ An nói chung.Tỉnh Nghệ An sẽ cam kết đồng hành cùng nhà đầu tư triển khai dự án một cách hiệu quả nhất tại địa phương; tỉnh yêu cầu các ngành, địa phương liên quan trong tỉnh tạo mọi điều kiện thuận lợi, tháo gỡ vướng mắc cho nhà đầu tư.Cũng tại buổi lễ, Tập đoàn Masan đã trao tặng 150 triệu đồng cho Trường Mần non xã Hạ Sơn, huyện Quỳ Hợp để xây dựng công trình vui chơi, học tập; tặng quà cho 10 hộ nông dân tiêu biểu của xã Hạ Sơn, huyện Quỳ Hợp./.",2016-11-07 08:57:12.000,MSN
262037,262037,262138,323924,MSN,Masan dự kiến phát hành cổ phiếu thưởng 50% và chia cổ tức bằng tiền 30%,"Ông Nguyễn Đăng Quang, Chủ tịch Masan chia sẻ: “Tại Masan, chúng tôi luôn quan tâm đến việc mang lại giá trị bền vững cho cổ đông qua việc xây dựng các nền tảng kinh doanh với tầm nhìn dài hạn. Trong 3 năm qua, chúng tôi đã nỗ lực để tiếp tục đưa các doanh nghiệp chuyển mình sang giai đoạn tăng trưởng tiếp theo trong các lĩnh vực như thực phẩm và đồ uống, nông nghiệp tiêu dùng (consumer agri), tài nguyên và dịch vụ tài chính. Chúng tôi đã chứng kiến các doanh nghiệp của mình đạt những bước phát triển vững chắc và sẵn sàng cho chu kỳ tăng trưởng mới, minh chứng bằng hiệu quả kinh doanh kỷ lục trong năm 2016"".Cũng theo ông Quang, trong giai đoạn vừa qua, các cổ đông nước ngoài đầu tư vào Masan trong giai đoạn đầu đã hiện thực hóa lợi nhuận của họ. Với kế hoạch phát hành cổ phiếu thưởng và chia cổ tức bằng tiền này, những cổ đông tin tưởng vào tiềm năng và giá trị của Masan giờ đây có thể cùng chia sẻ thành công của Công ty.Trong năm 2016, Masan dự kiến đạt doanh thu khoảng 2 tỷ USD, tăng trưởng 40% so với 2015. Lợi nhuận sau thuế năm 2016 sau cổ đông không kiểm soát của Công ty dự kiến đạt 2.400 tỷ đồng, tăng 25% so với kế hoạch lợi nhuận đã được Đại hội đồng cổ đông thông qua, tăng trưởng hơn 60% so với 2015. Nhờ đó, EBITDA - một thước đo khác về khả năng tạo ra dòng tiền trong năm 2016 dự kiến đạt 9.500 tỷ đồng.Masan cho biết, Công ty luôn duy trì lượng tiền mặt lớn như một chính sách cẩn trọng, đảm bảo nguồn lực tài chính cho các kế hoạch phát triển chiến lược và dài hạn của mình trong một thị trường luôn thiếu nguồn vốn trung dài hạn. Tuy nhiên, hiện tại công ty này tin rằng, mức độ thành công và uy tín cho phép Công ty tiếp cận nguồn vốn dễ dàng hơn. Đó chính là lý do tại sao Masan đề nghị các cổ đông thông qua việc phát hành 12 triệu cổ phiếu cho nhà đầu tư MRC Ltd., một quỹ đầu tư được đồng quản lý bởi Tập đoàn Đầu tư Fortress và Mount Kellett với mức giá 95.000 đồng cho mỗi cổ phần và khi thị trường thuận lợi thì có thể chào bán trái phiếu quốc tế, dự kiến niêm yết tại nước ngoài.Ông Michael Nguyễn, Phó tổng giám đốc và Giám đốc Tài chính của Masan, ngoài sự linh hoạt trong việc tiếp cận các nguồn vốn quốc tế khi điều kiện thị trường thuận lợi để tiếp tục đầu tư vào tăng trưởng, việc phát hành trái phiếu quốc tế, được niêm yết ở nước ngoài sẽ giúp nâng cao vị thế doanh nghiệp của Masan và đưa Công ty tiếp cận thị trường tín dụng quốc tế, cũng như được xếp hạng tín dụng toàn cầu.Kế hoạch chi trả cổ tức bằng tiền và phát hành cổ phiếu thưởng dự kiến sẽ hoàn tất trong quý I/2017. Kế hoạch phát hành trái phiếu quốc tế của Masan sẽ tùy thuộc vào các điều kiện thị trường và phù hợp với các kế hoạch đầu tư chiến lược tổng thể của công ty.",2016-11-23 13:42:33.000,MSN
262111,262111,262212,323996,MSN,MSN: Thông qua phát hành tối đa 300 triệu USD trái phiếu quốc tế,"Cụ thể, tổng giá trị phát hành tối đa là 300 triệu Đô La Mỹ và được phát hành theo quy chế S và/hoặc 144A Luật chứng khoán Hoa Kỳ;Trái phiếu là loại không chuyển đổi, được ưu tiên thanh toán và được bảo lãnh phát hành bởi các tổ chức tài chính uy tín trên thế giớiThông qua các giao dịch được quy định trong, và việc Công Ty ký kết, chuyển giao và thực hiện, tất cả các thỏa thuận, họp đồng và các tài liệu liên quan đến Đợt Phát Hành Trái Phiếu Quốc Tế mà Công Ty là một bên tham gia, bao gồm nhưng không giới hạn bởi: (i) hợp đồng đặt mua Trái Phiếu Quốc Te được ký kết với đại diện các bên mua Trái Phiếu Quốc Tế đầu tiên, (ii) hợp đồng bảo lãnh phát hành và tư vấn niêm yết Trái Phiếu Quốc Tế, (iii) họp đồng ủy thác, (iv) bản công bố thông tin sơ bộ, (v) bản công bố thông tin chính thức, (vi) các thỏa thuận, hợp đồng, tài liệu và văn kiện khác và (vii) các bản sửa đổi, bổ sung, ký mới hoặc thay thế của các thỏa thuận, họp đồng, tài liệu và văn kiện liên quan đến Đợt Phát Hành Trái Phiếu Quốc Tế (sau đây được gọi chung là “Các Tài Liệu Giao Dịch”).Tải file gốc",2016-11-24 09:10:08.000,MSN
262112,262112,262213,323999,MSN,MSN: Lấy ý kiến cổ đông bằng văn bản về phát hành cổ phiếu và trả cổ tức năm 2015,Tải file gốc,2016-11-24 09:11:03.000,MSN
262115,262115,262216,324001,MSN,MSN: Thông cáo báo chí về việc phát hành cổ phiếu,Tải file gốc,2016-11-24 09:19:44.000,MSN
262590,262590,262691,324470,MSN,MSN: CTCP Masan đăng ký mua 2 triệu CP,"Tên người/tổ chức thực hiện giao dịch: CTCP MasanMã chứng khoán: MSNTên của người liên quan tại TCNY, đăng ký giao dịch: Nguyễn Đăng Quang; Hồ Hùng Anh; Nguyễn Hoàng Yến; Nguyễn Thiều Nam;Chức vụ của người có liên quan hiện nay tại TCNY: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTQuan hệ của người/tổ chức hiện giao dịch với người có liên quan: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTSố lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch: 242.921.247 CP, tỷ lệ 32,53%Số lượng cổ phiếu đăng ký mua: 2.000.000 CPSố lượng cổ phiếu nắm giữ sau khi thực hiện giao dịch: 244.921.247 CP, tỷ lệ 32,79%Mục đích thực hiện giao dịch: Tăng tỷ lệ sở hữuPhương thức thực hiện giao dịch: Khớp lệnh hoặc/và thỏa thuậnThời gian thực hiện giao dịch: từ ngày 1/12/2016 đến ngày 12/12/2016Tải file gốc",2016-11-29 17:27:42.000,MSN
263098,263098,263199,324974,MSN,MSN: Thông qua phát hành 12 triệu cổ phần,"Theo đó, đại hội thống nhất phát hành 12 triệu cổ phần cho MRC LTD với mức giá phát hành 95.000 đồng/CPTổng số tiền dự kiến thu được sau khi phát hành là 1.140.000.000.000 đồng.Mục đích phát hành và phương án sử dụng số tiền thu được từ đợt phát hành: nhằm huy động vốn phục vụ cho các mục đích chung, nhu cầu hoạt động kinh doanh của Công ty và bổ sung vốn lưu động của Công ty.Thông qua phát hành 379.420.732 cổ phiếu thưởng cho cổ đông hiện hữu theo tỷ lệ 2:1Thông qua phương án chia cổ tức năm 2015 và tạm ứng cổ tức năm 2016.Cụ thể,Chia cổ tức năm 2015 và tạm ứng cổ tức 2016 bằng tiền với tỉ lệ 30% (3.000 đồng/1 cổ phần).Thời gian chi trả cổ tức năm 2015 và tạm ứng cổ tức 2016: trong vòng 6 tháng kể từ ngày Đại hội đồng cổ đông thông qua, trừ trường hợp pháp luật quy định khác.Thông qua việc Công ty chào bán và niêm yết trái phiếu không chuyển đổi tại nước ngoài với tổng giá trị phát hành tối đa là 300 triệu USDTải file gốc",2016-12-06 09:12:17.000,MSN
263189,263189,263290,325068,MSN,MSN: CTCP Masan mua thành công 2 triệu CP,"Tên người/tổ chức thực hiện giao dịch: CTCP MasanMã chứng khoán: MSNTên của người liên quan tại TCNY, đăng ký giao dịch: Nguyễn Đăng Quang; Hồ Hùng Anh; Nguyễn Hoàng Yến; Nguyễn Thiều Nam;Chức vụ của người có liên quan hiện nay tại TCNY: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTQuan hệ của người/tổ chức hiện giao dịch với người có liên quan: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTSố lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch: 242.921.247 CP, tỷ lệ 32,53%Số lượng cổ phiếu đăng ký mua: 2.000.000 CPSố lượng cổ phiếu đã mua: 2.000.000 CPSố lượng cổ phiếu nắm giữ sau khi thực hiện giao dịch: 244.921.247 CP, tỷ lệ 32,79%Phương thức thực hiện giao dịch: thỏa thuậnThời gian thực hiện giao dịch: từ ngày 1/12/2016 đến ngày 5/12/2016Tải file gốc",2016-12-06 17:11:29.000,MSN
263370,263370,263471,325251,MSN,MSN: CTCP Masan đăng ký  mua 3 triệu CP,"Tên người/tổ chức thực hiện giao dịch: CTCP MasanMã chứng khoán: MSNTên của người liên quan tại TCNY, đăng ký giao dịch: Nguyễn Đăng Quang; Hồ Hùng Anh; Nguyễn Hoàng Yến; Nguyễn Thiều Nam;Chức vụ của người có liên quan hiện nay tại TCNY: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTQuan hệ của người/tổ chức hiện giao dịch với người có liên quan: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTSố lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch: 244.921.247 CP, tỷ lệ 32,79%Số lượng cổ phiếu đăng ký mua: 3.000.000 CPSố lượng cổ phiếu nắm giữ sau khi thực hiện giao dịch: 247.921.247 CP, tỷ lệ 33,2%Phương thức thực hiện giao dịch: Khớp lệnh hoặc thỏa thuậnMục đích thực hiện giao dịch: Tăng tỷ lệ sở hữuThời gian thực hiện giao dịch: từ ngày 12/12/2016 đến ngày 22/12/2016Tải file gốc",2016-12-08 10:58:35.000,MSN
263868,263868,263969,325742,MSN,MSN: Dự kiến phát hành tối đa 300 triệu USD trái phiếu quốc tế,"Cụ thể, Hội đồng quản trị thống nhất phát hành tối đa 300 triệu USD trái phiếu quốc tế.Trái phiếu quốc tế thuộc loại trái phiếu không chuyển đổi, có hoặc không có tài sản bảo đảm, được ưu tiên thanh toán.Phương thức phát hành: Trái Phiếu Quốc Tế sẽ được các tổ chức quản lý sổ đăng ký đầu tư, thay mặt cho tổ chức phát hành, chào bán và bán cho nhiều đối tượng nhà đầu tư bao gồm, nhưng không giới hạn, các nhà đầu tư là tố chức, các quỹ đầu tư nước ngoài và các nhà đầu tư là ngân hàng chưa đại chúng.Trái phiếu có kỳ hạn từ 5 năm -10 năm và mệnh giá 1.000 USD/trái phiếuCác Tổ Chức Đồng Quản Lý Chính và Tổ Chức Đồng Quản Lý sổ Đăng Ký Đầu Tư dự kiến: Credit Suisse (Singapore) Limited và Deutsche Bank AG, Chi Nhánh Singapore.Trái phiếu được niêm yết ở Sở Giao Dịch Chứng Khoán Singapore (SGX-ST).Ngoài ra, Hội đồng quản trị thông qua một số vấn đề khácTải file gốc",2016-12-14 08:56:20.000,MSN
264496,264496,264597,326358,MSN,MSN: CTCP Masan mua thành công 3 triệu CP,"Tên người/tổ chức thực hiện giao dịch: CTCP MasanMã chứng khoán: MSNTên của người liên quan tại TCNY, đăng ký giao dịch: Nguyễn Đăng Quang; Hồ Hùng Anh; Nguyễn Hoàng Yến; Nguyễn Thiều Nam;Chức vụ của người có liên quan hiện nay tại TCNY: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTQuan hệ của người/tổ chức hiện giao dịch với người có liên quan: Chủ tịch HĐQT; Phó Chủ tịch HĐQT; Thành viên HĐQTSố lượng cổ phiếu nắm giữ trước khi thực hiện giao dịch: 244.921.247 CP, tỷ lệ 32,79%Số lượng cổ phiếu đăng ký mua: 3.000.000 CPSố lượng cổ phiếu đã mua: 3.000.000 CPSố lượng cổ phiếu nắm giữ sau khi thực hiện giao dịch: 247.921.247 CP, tỷ lệ 33,2%Phương thức thực hiện giao dịch: Khớp lệnh hoặc thỏa thuậnMục đích thực hiện giao dịch: Tăng tỷ lệ sở hữuThời gian thực hiện giao dịch: từ ngày 12/12/2016 đến ngày 16/12/2016Tải file gốc",2016-12-20 13:40:02.000,MSN
264664,264664,264765,326524,MSN,MSN: Thông qua trả cổ tức tỷ lệ 30%,"Theo đó, Hội đồng quản trị thống nhất trả cổ tức năm 2015 và tạm ứng cổ tức năm 2016. Cụ thể,Chia cổ tức năm 2015 bằng tiền: 19% cổ phiếu (1.900 đồng/cổ phần); vàTạm ứng cổ tức năm 2016 bằng tiền: 11% (1.100 đồng/cổ phần).Thông qua phát hành 379.420.732 cổ phần để tăng vốn từ nguồn vốn chủ sở hữu theo tỷ lệ phát hành 50%.Xử lý cổ phần lẻ: đối với số cổ phần lẻ (nếu có) phát sinh khi thực hiện quyền, số lượng cổ phần mà cổ đông được nhận sẽ được làm tròn xuống để đảm bảo không vưọt quá số lượng cổ phần phát hànhTải file gốc",2016-12-21 16:15:00.000,MSN
264921,264921,265022,326780,MSN,MSN: 4/1 GDKHQ trả cổ tức năm 2015 và tạm ứng cổ tức năm 2016,"Tên tổ chức niêm yết : Công ty Cổ phần Tập đoàn MasanMã chứng khoán : MSNLoại chứng khoán : Cổ phiếu phổ thôngMệnh giá : 10.000 đ (mười nghìn đồng)Ngày giao dịch không hưởng quyền : 04/01/2017Ngày đăng ký cuối cùng : 05/01/2017Lý do và mục đích: Trả cổ tức năm 2015 và tạm ứng cổ tức năm 2016 bằng tiềnTỷ lệ thực hiện: 30%/mệnh giá (01 cổ phiếu được nhận 3.000 đồng), trong đó:Trả cổ tức năm 2015: 19%/mệnh giá (01 cổ phiếu được nhận 1.900 đồng)Tạm ứng cổ tức năm 2016: 11%/mệnh giá (01 cổ phiếu được nhận 1.100 đồng)Ngày thanh toán: 24/01/2017Địa điểm thực hiện:Đối với chứng khoán lưu ký: Người sở hữu làm thủ tục nhận cổ tức tại các Thành viên lưu ký nơi mở tài khoản lưu ký.Đối với chứng khoán chưa lưu ký: Người sở hữu làm thủ tục nhận cổ tức như sau: Địa chỉ: Phòng Kế toán - Công ty Cổ phần Tập đoàn Masan, Lầu 8, Tòa nhà Central Plaza, Số 17 Lê Duẩn, Phường Bến Nghé, Quận 1, TP.HCM.Thời gian: từ 9h sáng đến 15h30 các ngày trong tuần từ thứ 2 đến thứ 6 (trừ ngày lễ, tết và các ngày nghỉ khác theo quy định của pháp luật), bắt đầu từ ngày 24/1/2017. Cổ đông đến làm thủ tục nhận cổ tức xuất trình Giấy chứng nhận sở hữu cổ phần, chứng minh nhân dân, Giấy giới thiệu (trường hợp pháp nhân hoặc tổ chức). Trường ợp cổ đông cá nhân ủy quyền cho người khác đến làm thủ tục phải có Giấy ủy quyền được công chứng và chứng minh nhân dân của người được ủy quyền.",2016-12-26 08:48:22.000,MSN
265080,265080,265181,326937,MSN,"MSN: Điều chỉnh tỷ lệ sở hữu NĐTNN tại mức 47,58%","Căn cứ công văn số 8462/UBCK-QLCB ngày 22/12/2016 của Ủy ban Chứng khoán Nhà nước về việc chốt tỷ lệ sở hữu nhà đầu tư nước ngoài của MSN và đề nghị của Công ty cổ phần Tập đoàn Ma San tại công văn số 1744/2016/MSN-CV ngày 23/12/2016, Trung tâm Lưu ký Chứng khoán Việt Nam (VSD) thông báo thực hiện chốt tỷ lệ sở hữu nhà đầu tư nước ngoài của mã chứng khoán MSN tại mức 47,58%.Thời gian điêu chỉnh: 27/12/2016.Tải file gốc",2016-12-27 09:28:20.000,MSN
265185,265185,265286,327042,MSN,"MSN: Thu ròng 1.138,69 tỷ đồng từ đợt phát hành cổ phiếu","Theo đó, MSN đã phát hành 12 triệu cổ phiếu chiếm 100% tổng số cổ phiếu dự kiến phát hành với mức giá 95.000 đồng/CP.Sau khi giảm trừ các chi phí liên quan, tổng số tiền MSN thu ròng là 1.138,69 tỷ đồngToàn bộ số cổ phiếu này được MSN chào bán cho MRC LtdTải file gốc",2016-12-27 17:00:33.000,MSN
265186,265186,265287,327043,MSN,MSN: Thay đổi số lượng CP có quyền biểu quyết sau khi phát hành 12 triệu CP,"Sau khi phát hành 12 triệu cổ phiếu, tổng số cổ phiếu có quyền biểu quyết đang lưu hành của MSN là 758.841.464 CPTải file gốc",2016-12-27 17:02:11.000,MSN
265332,265332,265433,327200,MSN,BVH: Chấp thuận mua bán trái phiếu MSN,"Ngày 27/12/2016, Hội đồng quản trị Tập đoàn Bảo Việt đã ban hành Nghị quyết số 49/NQ-HĐQT về việc chấp thuận việc giao dịch mua, bán trái phiếu Công ty Cổ phần Tập đoàn Masan giữa Tập đoàn Bảo Việt với Tổng Công ty Bảo Việt Nhân thọ. Tổng Công ty Bảo Việt Nhân thọ là Công ty con do Tập đoàn Bảo Việt sở hữu 100% vốn điều lệ.Tải file gốc",2016-12-28 16:34:06.000,MSN
